run_id,run_name,timestamp,epoch,train_loss,val_loss,train_acc,val_acc,train_macro_f1,val_macro_f1,val_critical_recall,train_cat_acc,val_cat_acc,val_cat_macro_f1,val_prec_low,val_rec_low,val_f1_low,val_prec_medium,val_rec_medium,val_f1_medium,val_prec_high,val_rec_high,val_f1_high,val_prec_critical,val_rec_critical,val_f1_critical,lr,emb_dim,hidden_dim,num_layers,bidirectional,attn_dim,dropout,head_hidden,max_len,max_vocab,min_freq,lowercase,batch_size,epochs_planned,optimizer,scheduler,weight_decay,grad_clip,patience,critical_boost,w_category,w_urgency,use_class_weights,seed,device,epoch_seconds,cm_0_0,cm_0_1,cm_0_2,cm_0_3,cm_1_0,cm_1_1,cm_1_2,cm_1_3,cm_2_0,cm_2_1,cm_2_2,cm_2_3,cm_3_0,cm_3_1,cm_3_2,cm_3_3
20260707-092212,studio-092212,2026-07-07T09:22:19,2,1.08454,0.33985,0.71015,0.79201,0.68048,0.80474,1.0,0.93005,1.0,1.0,0.82239,0.84861,0.83529,0.75849,0.7153,0.73626,0.80791,0.8125,0.8102,0.72,1.0,0.83721,0.001,128,128,1,True,64,0.3,128,40,30000,2,True,64,64,adamw,plateau,1e-05,5.0,3,7.0,1.0,1.0,True,42,cpu,2.92,213,38,0,0,46,201,34,0,0,26,143,7,0,0,0,18
20260707-092212,studio-092212,2026-07-07T09:22:21,3,0.5274,0.22498,0.76092,0.79614,0.74496,0.81938,1.0,0.99174,1.0,1.0,0.8125,0.82869,0.82051,0.75746,0.72242,0.73953,0.8324,0.84659,0.83944,0.78261,1.0,0.87805,0.001,128,128,1,True,64,0.3,128,40,30000,2,True,64,64,adamw,plateau,1e-05,5.0,3,7.0,1.0,1.0,True,42,cpu,2.91,208,43,0,0,48,203,30,0,0,22,149,5,0,0,0,18
20260707-092212,studio-092212,2026-07-07T09:22:24,4,0.37447,0.1784,0.79073,0.85262,0.77658,0.82973,1.0,0.99675,1.0,1.0,0.85091,0.93227,0.88973,0.86047,0.79004,0.82375,0.88957,0.82386,0.85546,0.6,1.0,0.75,0.001,128,128,1,True,64,0.3,128,40,30000,2,True,64,64,adamw,plateau,1e-05,5.0,3,7.0,1.0,1.0,True,42,cpu,2.79,234,17,0,0,41,222,18,0,0,19,145,12,0,0,0,18
20260707-092212,studio-092212,2026-07-07T09:22:27,5,0.30543,0.16947,0.82261,0.86915,0.80319,0.84062,1.0,0.99764,1.0,1.0,0.90625,0.9243,0.91519,0.85357,0.85053,0.85205,0.8875,0.80682,0.84524,0.6,1.0,0.75,0.0005,128,128,1,True,64,0.3,128,40,30000,2,True,64,64,adamw,plateau,1e-05,5.0,3,7.0,1.0,1.0,True,42,cpu,2.98,232,19,0,0,24,239,18,0,0,22,142,12,0,0,0,18
20260707-092212,studio-092212,2026-07-07T09:22:30,6,0.25276,0.15501,0.83176,0.85813,0.81077,0.8332,1.0,0.99793,1.0,1.0,0.87037,0.93625,0.90211,0.87698,0.78648,0.82927,0.85632,0.84659,0.85143,0.6,1.0,0.75,0.0005,128,128,1,True,64,0.3,128,40,30000,2,True,64,64,adamw,plateau,1e-05,5.0,3,7.0,1.0,1.0,True,42,cpu,2.95,235,16,0,0,35,221,25,0,0,15,149,12,0,0,0,18
20260707-092212,studio-092212,2026-07-07T09:22:33,7,0.25012,0.14192,0.83884,0.87466,0.82557,0.87697,1.0,0.99734,1.0,1.0,0.89723,0.90438,0.90079,0.87938,0.80427,0.84015,0.84974,0.93182,0.88889,0.78261,1.0,0.87805,0.0005,128,128,1,True,64,0.3,128,40,30000,2,True,64,64,adamw,plateau,1e-05,5.0,3,7.0,1.0,1.0,True,42,cpu,3.07,227,24,0,0,26,226,29,0,0,7,164,5,0,0,0,18
20260707-092212,studio-092212,2026-07-07T09:22:36,8,0.20872,0.13924,0.85153,0.88567,0.83574,0.88508,1.0,0.99852,1.0,1.0,0.89922,0.9243,0.91159,0.90438,0.80783,0.85338,0.85567,0.94318,0.8973,0.78261,1.0,0.87805,0.00025,128,128,1,True,64,0.3,128,40,30000,2,True,64,64,adamw,plateau,1e-05,5.0,3,7.0,1.0,1.0,True,42,cpu,2.87,232,19,0,0,26,227,28,0,0,5,166,5,0,0,0,18
20260707-092212,studio-092212,2026-07-07T09:22:39,9,0.22019,0.12547,0.85153,0.89532,0.84176,0.8921,1.0,0.9997,1.0,1.0,0.89179,0.95219,0.921,0.92339,0.81495,0.86578,0.87701,0.93182,0.90358,0.78261,1.0,0.87805,0.00025,128,128,1,True,64,0.3,128,40,30000,2,True,64,64,adamw,plateau,1e-05,5.0,3,7.0,1.0,1.0,True,42,cpu,2.95,239,12,0,0,29,229,23,0,0,7,164,5,0,0,0,18
20260707-092212,studio-092212,2026-07-07T09:22:42,10,0.21282,0.12487,0.85655,0.88567,0.86035,0.8902,1.0,0.99852,1.0,1.0,0.90234,0.92032,0.91124,0.8855,0.82562,0.85451,0.87097,0.92045,0.89503,0.81818,1.0,0.9,0.00025,128,128,1,True,64,0.3,128,40,30000,2,True,64,64,adamw,plateau,1e-05,5.0,3,7.0,1.0,1.0,True,42,cpu,2.93,231,20,0,0,25,232,24,0,0,10,162,4,0,0,0,18
20260707-092212,studio-092212,2026-07-07T09:22:45,11,0.19344,0.12619,0.85714,0.88843,0.84888,0.88662,1.0,0.99882,1.0,1.0,0.90698,0.93227,0.91945,0.90514,0.81495,0.85768,0.85417,0.93182,0.8913,0.78261,1.0,0.87805,0.000125,128,128,1,True,64,0.3,128,40,30000,2,True,64,64,adamw,plateau,1e-05,5.0,3,7.0,1.0,1.0,True,42,cpu,2.75,234,17,0,0,24,229,28,0,0,7,164,5,0,0,0,18
20260707-092212,studio-092212,2026-07-07T09:22:48,12,0.18226,0.11859,0.87072,0.89256,0.86232,0.88984,1.0,0.9997,1.0,1.0,0.89474,0.94821,0.9207,0.916,0.81495,0.86252,0.87166,0.92614,0.89807,0.78261,1.0,0.87805,0.000125,128,128,1,True,64,0.3,128,40,30000,2,True,64,64,adamw,plateau,1e-05,5.0,3,7.0,1.0,1.0,True,42,cpu,2.83,238,13,0,0,28,229,24,0,0,8,163,5,0,0,0,18
